Date,Open,High,Low,Close,Adj Close,Volume
2022-01-18,64.68000030517578,65.02999877929688,63.810001373291016,64.88999938964844,62.98854446411133,13301400
2022-01-19,64.86000061035156,65.33000183105469,64.41999816894531,64.72000122070312,62.82352066040039,12569200
2022-01-20,64.5199966430664,65.3499984741211,64.12999725341797,64.58000183105469,62.68762969970703,8523100
2022-01-21,64.73999786376953,64.91999816894531,63.290000915527344,63.540000915527344,61.678104400634766,13273200
2022-01-24,63.18000030517578,63.41999816894531,61.189998626708984,62.61000061035156,60.77535629272461,17667200
2022-01-25,62.2400016784668,62.810001373291016,61.45000076293945,62.459999084472656,60.62974548339844,16752800
2022-01-26,62.15999984741211,63.40999984741211,61.86000061035156,62.2400016784668,60.41619873046875,13664200
2022-01-27,62.5099983215332,64.5199966430664,62.349998474121094,63.86000061035156,61.98872375488281,16567900
2022-01-28,63.68000030517578,64.91999816894531,63.2400016784668,64.91000366210938,63.007957458496094,10848400
2022-01-31,64.58000183105469,65.0,64.38999938964844,64.88999938964844,62.98854446411133,12036600
2022-02-01,65.01000213623047,65.26000213623047,64.68000030517578,65.19000244140625,63.27975845336914,12055500
2022-02-02,64.8499984741211,64.9800033569336,64.02999877929688,64.80000305175781,62.901180267333984,12312300
2022-02-03,64.80000305175781,65.08000183105469,63.599998474121094,64.06999969482422,62.19256591796875,13946700
2022-02-04,63.150001525878906,65.44999694824219,62.900001525878906,64.98999786376953,63.085601806640625,13193700
2022-02-07,65.37999725341797,66.44999694824219,65.0,66.19000244140625,64.25045013427734,17538000
2022-02-08,66.25,66.29000091552734,65.5999984741211,65.88999938964844,63.9592399597168,13613900
2022-02-09,65.73999786376953,67.2699966430664,65.62000274658203,67.13999938964844,65.172607421875,17159900
2022-02-10,66.87000274658203,67.0999984741211,66.16999816894531,66.51000213623047,64.56106567382812,21184400
2022-02-11,66.41999816894531,67.36000061035156,66.38999938964844,66.87999725341797,64.92021942138672,15613400
2022-02-14,66.87000274658203,67.0199966430664,65.81999969482422,66.80999755859375,64.85227966308594,14939400
2022-02-15,66.7300033569336,68.05999755859375,66.7300033569336,67.7699966430664,65.78414916992188,24972100
2022-02-16,67.7699966430664,68.38999938964844,67.44999694824219,67.5999984741211,65.61912536621094,14253300
2022-02-17,67.5,67.77999877929688,66.79000091552734,67.38999938964844,65.41527557373047,13456500
2022-02-18,67.37999725341797,67.91999816894531,67.18000030517578,67.55000305175781,65.57060241699219,12278900
2022-02-22,67.66999816894531,68.2699966430664,67.05000305175781,67.44999694824219,65.47351837158203,15771200
2022-02-23,67.9000015258789,68.29000091552734,67.45999908447266,67.93000030517578,65.939453125,15957700
2022-02-24,66.48999786376953,67.16999816894531,66.19000244140625,67.0999984741211,65.1337890625,18055400
2022-02-25,67.69000244140625,69.31999969482422,67.62999725341797,68.80000305175781,66.7839584350586,15719800
2022-02-28,67.69000244140625,68.69999694824219,67.29000091552734,68.66999816894531,66.65777587890625,22480200
2022-03-01,68.12000274658203,69.01000213623047,68.0199966430664,68.62999725341797,66.61894226074219,12418300
2022-03-02,68.76000213623047,69.25,68.51000213623047,68.8499984741211,66.83250427246094,13004700
2022-03-03,68.8499984741211,69.6500015258789,68.61000061035156,69.11000061035156,67.08487701416016,15730900
2022-03-04,68.26000213623047,69.54000091552734,68.23999786376953,69.36000061035156,67.32755279541016,13076200
2022-03-07,69.20999908447266,69.2300033569336,68.16999816894531,68.7699966430664,66.75485229492188,15714900
2022-03-08,67.93000030517578,68.41000366210938,67.33000183105469,67.73999786376953,65.7550277709961,19223500
2022-03-09,68.37999725341797,68.62000274658203,67.95999908447266,68.12999725341797,66.13359832763672,12430800
2022-03-10,67.7699966430664,68.7300033569336,67.70999908447266,68.41999816894531,66.41510009765625,12817400
2022-03-11,68.08999633789062,69.48999786376953,67.94000244140625,68.87000274658203,66.85191345214844,14023800
2022-03-14,68.93000030517578,69.94000244140625,68.75,69.23999786376953,67.21106719970703,17475600
2022-03-15,69.66999816894531,70.19000244140625,69.27999877929688,69.75,67.70613098144531,15977200
2022-03-16,69.93000030517578,70.1500015258789,69.0199966430664,69.66000366210938,67.61876678466797,15734300
2022-03-17,69.69000244140625,70.70999908447266,69.27999877929688,70.5199966430664,68.45355987548828,17191500
2022-03-18,70.38999938964844,71.0199966430664,69.91999816894531,71.0199966430664,68.93890380859375,33020100
2022-03-21,71.4800033569336,72.05999755859375,70.5999984741211,71.05000305175781,68.9680404663086,18289000
2022-03-22,71.20999908447266,71.4000015258789,70.2699966430664,70.81999969482422,68.7447738647461,14242400
2022-03-23,70.98999786376953,71.51000213623047,70.63999938964844,71.37999725341797,69.28836059570312,13438700
2022-03-24,71.62000274658203,72.5999984741211,71.48999786376953,72.41000366210938,70.2881851196289,12981700
2022-03-25,72.5,73.45999908447266,72.44999694824219,73.27999877929688,71.1326904296875,12153100
2022-03-28,73.19999694824219,73.73999786376953,72.70999908447266,73.11000061035156,70.96766662597656,10629100
2022-03-29,72.95999908447266,73.33999633789062,72.66000366210938,73.2300033569336,71.08415222167969,14833300
2022-03-30,73.5199966430664,74.06999969482422,73.22000122070312,73.72000122070312,71.55979919433594,12146600
2022-03-31,73.45999908447266,73.61000061035156,72.9800033569336,73.02999877929688,71.41311645507812,17143100
2022-04-01,73.19000244140625,73.93000030517578,73.0,73.81999969482422,72.18562316894531,12528600
2022-04-04,74.0,74.88999938964844,73.54000091552734,73.79000091552734,72.15629577636719,13542100
2022-04-05,73.76000213623047,74.98999786376953,73.55999755859375,74.43000030517578,72.7821273803711,12224900
2022-04-06,74.18000030517578,75.4800033569336,73.97000122070312,75.33999633789062,73.67196655273438,15420100
2022-04-07,75.37999725341797,77.27999877929688,75.30000305175781,77.26000213623047,75.5494613647461,20655600
2022-04-08,76.81999969482422,78.05999755859375,76.76000213623047,77.7699966430664,76.04817199707031,22333100
2022-04-11,77.69999694824219,78.12999725341797,76.47000122070312,76.5,74.80628967285156,15560700
2022-04-12,76.22000122070312,77.0199966430664,75.56999969482422,76.55000305175781,74.85518646240234,12596400
2022-04-13,76.7300033569336,77.13999938964844,76.44999694824219,76.87000274658203,75.16809844970703,9961000
2022-04-14,77.04000091552734,78.12000274658203,76.79000091552734,77.51000213623047,75.79393768310547,16730400
2022-04-18,77.1500015258789,77.2300033569336,76.36000061035156,76.75,75.05075073242188,13841900
2022-04-19,76.87999725341797,76.88999938964844,75.9800033569336,76.4000015258789,74.70851135253906,12875700
2022-04-20,76.20999908447266,77.69000244140625,76.04000091552734,77.27999877929688,75.56902313232422,9721100
2022-04-21,77.27999877929688,78.16999816894531,76.61000061035156,77.55999755859375,75.84281921386719,11110200
2022-04-22,76.91000366210938,77.29000091552734,75.68000030517578,75.75,74.07289123535156,15110700
2022-04-25,75.73999786376953,76.23999786376953,74.70999908447266,76.05000305175781,74.36625671386719,14944800
2022-04-26,75.9800033569336,76.94000244140625,75.55999755859375,75.58999633789062,73.91642761230469,11525600
2022-04-27,75.80000305175781,76.30000305175781,75.08999633789062,75.80999755859375,74.13156127929688,12603600
2022-04-28,76.7699966430664,77.75,76.22000122070312,77.19999694824219,75.49079132080078,21438800
2022-04-29,73.77999877929688,76.01000213623047,73.3499984741211,75.2699966430664,73.603515625,26446500
2022-05-02,75.37000274658203,75.97000122070312,74.33000183105469,75.08000183105469,73.41773223876953,20533700
2022-05-03,75.77999877929688,75.98999786376953,74.20999908447266,75.05000305175781,73.38839721679688,14951500
2022-05-04,75.01000213623047,76.63999938964844,74.80000305175781,76.30999755859375,74.62049102783203,17112500
2022-05-05,76.38999938964844,77.02999877929688,75.52999877929688,76.25,74.56182098388672,14788100
2022-05-06,76.12000274658203,76.8499984741211,75.76000213623047,76.66999816894531,74.97252655029297,15177800
2022-05-09,75.69000244140625,77.25,74.86000061035156,76.2699966430664,74.58137512207031,19130700
2022-05-10,76.81999969482422,77.0,75.62999725341797,76.29000091552734,74.60094451904297,15343400
2022-05-11,76.26000213623047,77.33000183105469,76.06999969482422,76.1500015258789,74.46404266357422,13678100
2022-05-12,76.08000183105469,76.33999633789062,74.86000061035156,76.30000305175781,74.6107177734375,16224500
2022-05-13,76.44000244140625,76.58999633789062,75.5199966430664,75.80000305175781,74.12178802490234,13773100
2022-05-16,76.29000091552734,77.25,76.08000183105469,76.91000366210938,75.20722198486328,13441100
2022-05-17,76.94000244140625,78.43000030517578,76.80000305175781,78.22000122070312,76.48821258544922,14509400
2022-05-18,78.2699966430664,78.47000122070312,76.83999633789062,77.0199966430664,75.31477355957031,15026200
2022-05-19,76.08999633789062,76.79000091552734,75.69000244140625,75.95999908447266,74.27824401855469,14858600
2022-05-20,76.5,77.1500015258789,75.33999633789062,76.19000244140625,74.50315856933594,17329700
2022-05-23,76.51000213623047,77.4800033569336,76.45999908447266,76.69999694824219,75.0018539428711,13539200
2022-05-24,76.69999694824219,77.72000122070312,76.41000366210938,77.12999725341797,75.4223403930664,13242500
2022-05-25,77.12999725341797,77.87000274658203,76.66000366210938,77.23999786376953,75.52989959716797,12508400
2022-05-26,78.11000061035156,78.61000061035156,77.31999969482422,77.58999633789062,75.87215423583984,12028800
2022-05-27,77.30999755859375,77.44999694824219,75.47000122070312,76.13999938964844,74.45426177978516,16315700
2022-05-31,75.08000183105469,75.9800033569336,73.66999816894531,75.44999694824219,73.77953338623047,28617100
2022-06-01,75.33999633789062,75.51000213623047,74.33999633789062,74.95999908447266,73.30038452148438,12280200
2022-06-02,75.5,75.5999984741211,73.62000274658203,75.06999969482422,73.40795135498047,12805100
2022-06-03,74.3499984741211,75.31999969482422,74.30000305175781,75.16999816894531,73.5057373046875,12188400
2022-06-06,75.44999694824219,75.62999725341797,74.69000244140625,75.25,73.5839614868164,11551100
2022-06-07,75.2699966430664,76.72000122070312,75.18000030517578,76.58999633789062,74.89429473876953,13994500
2022-06-08,76.5199966430664,76.81999969482422,75.91999816894531,76.18000030517578,74.49337768554688,7617300
2022-06-09,76.08999633789062,76.9800033569336,75.81999969482422,75.9800033569336,74.29780578613281,11760600
2022-06-10,75.4000015258789,75.72000122070312,74.87999725341797,75.08999633789062,73.42749786376953,10964700
2022-06-13,73.86000061035156,74.33000183105469,73.30000305175781,73.58000183105469,71.95093536376953,13636300
2022-06-14,73.54000091552734,73.79000091552734,72.38999938964844,72.87000274658203,71.25665283203125,14104200
2022-06-15,73.16000366210938,73.5999984741211,72.45999908447266,73.0199966430664,71.40333557128906,14264600
2022-06-16,72.47000122070312,72.80999755859375,71.70999908447266,72.62000274658203,71.01219177246094,14035300
2022-06-17,72.70999908447266,74.37000274658203,72.66999816894531,73.7699966430664,72.13673400878906,34761500
2022-06-21,75.0,77.02999877929688,74.5199966430664,76.47000122070312,74.7769546508789,15534300
2022-06-22,76.47000122070312,77.41999816894531,76.19999694824219,76.55000305175781,74.85518646240234,11129800
2022-06-23,76.55999755859375,77.76000213623047,76.55999755859375,77.69000244140625,75.96994018554688,12241200
2022-06-24,78.62000274658203,79.0,78.12000274658203,78.95999908447266,77.21182250976562,12372300
2022-06-27,79.2300033569336,80.58999633789062,79.0999984741211,79.9800033569336,78.2092514038086,10586900
2022-06-28,79.83999633789062,80.4000015258789,78.48999786376953,78.69999694824219,76.95758056640625,8869700
2022-06-29,78.69999694824219,79.16999816894531,77.98999786376953,78.27999877929688,76.54688262939453,8723600
2022-06-30,77.02999877929688,77.6500015258789,76.29000091552734,77.0,75.8182373046875,14219700
2022-07-01,76.9800033569336,76.9800033569336,75.7699966430664,76.83999633789062,75.66069793701172,10882700
2022-07-05,76.37000274658203,76.63999938964844,74.62999725341797,75.95999908447266,74.79419708251953,12588500
2022-07-06,76.25,77.0999984741211,75.97000122070312,76.22000122070312,75.05021667480469,8618900
2022-07-07,75.87999725341797,76.2300033569336,75.01000213623047,75.13999938964844,73.98678588867188,14455400
2022-07-08,74.77999877929688,76.04000091552734,74.66999816894531,75.37999725341797,74.22309875488281,6589800
2022-07-11,75.5,75.98999786376953,75.25,75.55999755859375,74.40034484863281,6990200
2022-07-12,75.43000030517578,75.95999908447266,74.86000061035156,75.01000213623047,73.85877990722656,9285700
2022-07-13,74.63999938964844,75.22000122070312,74.41000366210938,74.52999877929688,73.38614654541016,8562100
2022-07-14,73.63999938964844,74.12999725341797,73.23999786376953,74.01000213623047,72.87413024902344,9675600
2022-07-15,74.81999969482422,75.66999816894531,74.29000091552734,75.6500015258789,74.48896026611328,10933900
2022-07-18,75.80000305175781,75.80000305175781,73.48999786376953,73.73999786376953,72.60826873779297,8996000
2022-07-19,74.12000274658203,74.29000091552734,72.91999816894531,73.13999938964844,72.0174789428711,11398900
2022-07-20,73.27999877929688,73.69999694824219,72.37999725341797,72.81999969482422,71.702392578125,12149900
2022-07-21,72.70999908447266,73.33000183105469,72.47000122070312,73.04000091552734,71.91902160644531,7238800
2022-07-22,73.25,73.61000061035156,72.4800033569336,72.94999694824219,71.83039093017578,6514300
2022-07-25,72.79000091552734,73.26000213623047,72.4800033569336,72.83999633789062,71.72208404541016,6259000
2022-07-26,73.47000122070312,74.2300033569336,72.95999908447266,73.62999725341797,72.49995422363281,8957300
2022-07-27,72.38999938964844,74.9800033569336,72.26000213623047,74.80999755859375,73.66184997558594,9760100
2022-07-28,74.93000030517578,75.16000366210938,73.22000122070312,74.69999694824219,73.55353546142578,9262700
2022-07-29,74.44999694824219,74.6500015258789,73.16999816894531,73.77999877929688,72.64765930175781,13459500
2022-08-01,73.76000213623047,74.26000213623047,73.30000305175781,73.62000274658203,72.4901123046875,6782900
2022-08-02,74.18000030517578,74.7300033569336,73.23999786376953,73.27999877929688,72.15533447265625,7039700
2022-08-03,73.30000305175781,73.51000213623047,72.5999984741211,72.98999786376953,71.86978149414062,8672100
2022-08-04,72.79000091552734,72.94999694824219,71.97000122070312,72.12000274658203,71.01313781738281,8601800
