Date,Name,Close,Diff
2017-12-06,PTC,61.52000045776367,0.18999862670898438
2017-12-07,PTC,62.310001373291016,0.6400032043457031
2017-12-08,PTC,61.70000076293945,-1.0499992370605469
2017-12-11,PTC,61.439998626708984,-0.40000152587890625
2017-12-12,PTC,60.54999923706055,-0.220001220703125
2017-12-13,PTC,60.79999923706055,0.05999755859375
2017-12-14,PTC,60.130001068115234,-0.7700004577636719
2017-12-15,PTC,60.459999084472656,0.2599983215332031
2017-12-18,PTC,60.56999969482422,-0.3600006103515625
2017-12-19,PTC,59.849998474121094,-0.5699996948242188
2017-12-20,PTC,59.459999084472656,-0.220001220703125
2017-12-21,PTC,60.04999923706055,0.2999992370605469
2017-12-22,PTC,60.0,0.0
2017-12-26,PTC,60.060001373291016,0.2800025939941406
2017-12-27,PTC,60.34000015258789,0.4500007629394531
2017-12-28,PTC,61.2400016784668,0.720001220703125
2017-12-29,PTC,60.77000045776367,-0.5600013732910156
2018-01-02,PTC,61.15999984741211,0.25
2018-01-03,PTC,61.939998626708984,0.6399993896484375
2018-01-04,PTC,63.0,0.6399993896484375
2018-01-05,PTC,63.650001525878906,0.3300018310546875
2018-01-08,PTC,64.4000015258789,0.7100028991699219
2018-01-09,PTC,64.52999877929688,0.04999542236328125
2018-01-10,PTC,64.56999969482422,0.23000335693359375
2018-01-11,PTC,65.79000091552734,1.25
2018-01-12,PTC,65.93000030517578,-0.01999664306640625
2018-01-16,PTC,65.29000091552734,-1.2399978637695312
2018-01-17,PTC,66.69999694824219,1.0999984741210938
2018-01-18,PTC,69.94999694824219,-2.5900039672851562
2018-01-19,PTC,71.45999908447266,1.2999954223632812
2018-01-22,PTC,72.8499984741211,1.4899978637695312
2018-01-23,PTC,74.4800033569336,1.6500015258789062
2018-01-24,PTC,73.41999816894531,-1.0600051879882812
2018-01-25,PTC,73.18000030517578,-0.7600021362304688
2018-01-26,PTC,73.5,-0.1100006103515625
2018-01-29,PTC,72.66999816894531,-0.8300018310546875
2018-01-30,PTC,72.93000030517578,0.5199966430664062
2018-01-31,PTC,72.68000030517578,-0.6100006103515625
2018-02-01,PTC,72.19000244140625,0.15000152587890625
2018-02-02,PTC,70.91999816894531,-0.6699981689453125
2018-02-05,PTC,69.0,-0.9899978637695312
2018-02-06,PTC,69.66000366210938,1.8700027465820312
2018-02-07,PTC,69.6500015258789,0.06999969482421875
2018-02-08,PTC,67.69000244140625,-1.9599990844726562
2018-02-09,PTC,67.4800033569336,-0.9300003051757812
2018-02-12,PTC,68.44000244140625,0.2700042724609375
2018-02-13,PTC,69.25,1.05999755859375
2018-02-14,PTC,71.44999694824219,2.8699951171875
2018-02-15,PTC,73.36000061035156,1.3600006103515625
2018-02-16,PTC,73.27999877929688,-0.0200042724609375
2018-02-20,PTC,73.72000122070312,0.910003662109375
2018-02-21,PTC,72.80999755859375,-1.0900039672851562
2018-02-22,PTC,73.25,0.37000274658203125
2018-02-23,PTC,74.81999969482422,1.2699966430664062
2018-02-26,PTC,75.27999877929688,0.279998779296875
2018-02-27,PTC,74.72000122070312,-0.5
2018-02-28,PTC,73.76000213623047,-1.1800003051757812
2018-03-01,PTC,73.88999938964844,-0.06999969482421875
2018-03-02,PTC,75.30000305175781,1.9500045776367188
2018-03-05,PTC,77.22000122070312,2.1800003051757812
2018-03-06,PTC,78.06999969482422,0.7099990844726562
2018-03-07,PTC,79.62999725341797,1.8199996948242188
2018-03-08,PTC,80.30000305175781,0.5500030517578125
2018-03-09,PTC,80.72000122070312,-0.25
2018-03-12,PTC,80.4000015258789,-0.3899993896484375
2018-03-13,PTC,79.4800033569336,-1.1800003051757812
2018-03-14,PTC,79.69000244140625,-0.4799957275390625
2018-03-15,PTC,80.16999816894531,0.3600006103515625
2018-03-16,PTC,80.37999725341797,0.04000091552734375
2018-03-19,PTC,79.20999908447266,-0.40000152587890625
2018-03-20,PTC,79.63999938964844,0.48999786376953125
2018-03-21,PTC,80.0999984741211,0.5699996948242188
2018-03-22,PTC,78.91999816894531,-0.0800018310546875
2018-03-23,PTC,77.55999755859375,-1.2900009155273438
2018-03-26,PTC,79.8499984741211,1.1100006103515625
2018-03-27,PTC,78.79000091552734,-1.3700027465820312
2018-03-28,PTC,77.04000091552734,-1.589996337890625
2018-03-29,PTC,78.01000213623047,0.40000152587890625
2018-04-02,PTC,76.70999908447266,-0.910003662109375
2018-04-03,PTC,77.55000305175781,0.40000152587890625
2018-04-04,PTC,77.94000244140625,1.660003662109375
2018-04-05,PTC,78.73999786376953,0.04999542236328125
2018-04-06,PTC,76.94000244140625,-0.9599990844726562
2018-04-09,PTC,77.91999816894531,0.4799957275390625
2018-04-10,PTC,79.91999816894531,0.9399948120117188
2018-04-11,PTC,79.63999938964844,0.4199981689453125
2018-04-12,PTC,81.41000366210938,1.410003662109375
2018-04-13,PTC,80.44999694824219,-1.3700027465820312
2018-04-16,PTC,81.43000030517578,0.160003662109375
2018-04-17,PTC,83.12000274658203,1.2600021362304688
2018-04-18,PTC,83.55999755859375,0.43999481201171875
2018-04-19,PTC,84.91999816894531,2.9099960327148438
2018-04-20,PTC,84.05000305175781,-0.6999969482421875
2018-04-23,PTC,84.95999908447266,0.3899993896484375
2018-04-24,PTC,83.19999694824219,-2.3800048828125
2018-04-25,PTC,82.1500015258789,-0.7699966430664062
2018-04-26,PTC,82.7300033569336,0.06000518798828125
2018-04-27,PTC,83.02999877929688,-0.1699981689453125
2018-04-30,PTC,82.3499984741211,-0.660003662109375
2018-05-01,PTC,82.83000183105469,0.40000152587890625
2018-05-02,PTC,83.51000213623047,0.5200042724609375
2018-05-03,PTC,83.86000061035156,0.3300018310546875
2018-05-04,PTC,85.08000183105469,1.5900039672851562
2018-05-07,PTC,86.51000213623047,1.19000244140625
2018-05-08,PTC,86.79000091552734,0.5900039672851562
2018-05-09,PTC,87.18000030517578,0.04000091552734375
2018-05-10,PTC,87.62000274658203,0.0500030517578125
2018-05-11,PTC,88.05000305175781,0.6399993896484375
2018-05-14,PTC,86.3499984741211,-1.7600021362304688
2018-05-15,PTC,84.6500015258789,-1.089996337890625
2018-05-16,PTC,84.4000015258789,-0.089996337890625
2018-05-17,PTC,84.18000030517578,-0.15000152587890625
2018-05-18,PTC,84.1500015258789,-0.04000091552734375
2018-05-21,PTC,84.79000091552734,0.23999786376953125
2018-05-22,PTC,84.79000091552734,-0.06999969482421875
2018-05-23,PTC,85.36000061035156,2.1399993896484375
2018-05-24,PTC,85.83999633789062,0.5
2018-05-25,PTC,85.66999816894531,-0.1699981689453125
2018-05-29,PTC,84.97000122070312,-0.15999603271484375
2018-05-30,PTC,86.01000213623047,0.45000457763671875
2018-05-31,PTC,86.23999786376953,0.279998779296875
2018-06-01,PTC,87.05000305175781,0.5200042724609375
2018-06-04,PTC,88.16000366210938,0.7400054931640625
2018-06-05,PTC,88.29000091552734,-0.1100006103515625
2018-06-06,PTC,89.23999786376953,0.779998779296875
2018-06-07,PTC,86.45999908447266,-2.9800033569335938
2018-06-08,PTC,86.98999786376953,0.5699996948242188
