time,Name,Close,Diff
2022-01-12,IOTX-USD,0.13151,0.002999999999999975
2022-01-13,IOTX-USD,0.12502,-0.006489999999999996
2022-01-14,IOTX-USD,0.12567,0.0005300000000000027
2022-01-15,IOTX-USD,0.12537,-0.0002999999999999947
2022-01-16,IOTX-USD,0.12706,0.001820000000000016
2022-01-17,IOTX-USD,0.12251,-0.004490000000000008
2022-01-18,IOTX-USD,0.11561,-0.0068999999999999895
2022-01-19,IOTX-USD,0.11218,-0.0038799999999999946
2022-01-20,IOTX-USD,0.10985,-0.0025099999999999983
2022-01-21,IOTX-USD,0.09275,-0.017
2022-01-22,IOTX-USD,0.08214,-0.010609999999999994
2022-01-23,IOTX-USD,0.11508,0.03294
2022-01-24,IOTX-USD,0.10667,-0.008739999999999998
2022-01-25,IOTX-USD,0.1001,-0.0063
2022-01-26,IOTX-USD,0.09588,-0.0042099999999999915
2022-01-27,IOTX-USD,0.09165,-0.0042300000000000115
2022-01-28,IOTX-USD,0.09086,-0.0008200000000000013
2022-01-29,IOTX-USD,0.09382,0.002799999999999997
2022-01-30,IOTX-USD,0.09027,-0.0035599999999999937
2022-01-31,IOTX-USD,0.09042,-8.999999999999286e-05
2022-02-01,IOTX-USD,0.09292,0.0025099999999999983
2022-02-02,IOTX-USD,0.08757,-0.005290000000000003
2022-02-03,IOTX-USD,0.08602,-0.0014900000000000052
2022-02-04,IOTX-USD,0.09284,0.006530000000000008
2022-02-05,IOTX-USD,0.09278,-3.999999999999837e-05
2022-02-06,IOTX-USD,0.09249,-0.00043999999999999595
2022-02-07,IOTX-USD,0.1208,0.028560000000000002
2022-02-08,IOTX-USD,0.14799,0.027210000000000012
2022-02-09,IOTX-USD,0.14342,-0.004409999999999997
2022-02-10,IOTX-USD,0.1265,-0.01694000000000001
2022-02-11,IOTX-USD,0.1207,-0.006080000000000002
2022-02-12,IOTX-USD,0.1193,-0.00134999999999999
2022-02-13,IOTX-USD,0.11443,-0.0048799999999999955
2022-02-14,IOTX-USD,0.11231,-0.0018800000000000067
2022-02-15,IOTX-USD,0.13637,0.02425999999999999
2022-02-16,IOTX-USD,0.12871,-0.0072399999999999964
2022-02-17,IOTX-USD,0.11726,-0.011529999999999985
2022-02-18,IOTX-USD,0.11357,-0.0033299999999999996
2022-02-19,IOTX-USD,0.11266,-0.0008299999999999974
2022-02-20,IOTX-USD,0.10832,-0.005030000000000007
2022-02-21,IOTX-USD,0.10466,-0.003459999999999991
2022-02-22,IOTX-USD,0.1057,0.0012999999999999956
2022-02-23,IOTX-USD,0.10084,-0.004860000000000003
2022-02-24,IOTX-USD,0.09909,-0.001799999999999996
2022-02-25,IOTX-USD,0.10483,0.005730000000000013
2022-02-26,IOTX-USD,0.10601,0.0011099999999999999
2022-02-27,IOTX-USD,0.10132,-0.004170000000000007
2022-02-28,IOTX-USD,0.10968,0.008389999999999995
2022-03-01,IOTX-USD,0.10562,-0.0043300000000000005
2022-03-02,IOTX-USD,0.10534,-0.00028000000000000247
2022-03-03,IOTX-USD,0.10145,-0.003699999999999995
2022-03-04,IOTX-USD,0.09604,-0.0055700000000000055
2022-03-05,IOTX-USD,0.10342,0.007339999999999999
2022-03-06,IOTX-USD,0.09872,-0.005389999999999992
2022-03-07,IOTX-USD,0.09469,-0.004060000000000008
2022-03-08,IOTX-USD,0.09553,0.0008400000000000074
2022-03-09,IOTX-USD,0.09916,0.003809999999999994
2022-03-10,IOTX-USD,0.09532,-0.003959999999999991
2022-03-11,IOTX-USD,0.09255,-0.0027700000000000086
2022-03-12,IOTX-USD,0.09036,-0.0021899999999999975
2022-03-13,IOTX-USD,0.08913,-0.0010000000000000009
2022-03-14,IOTX-USD,0.09187,0.00315
2022-03-15,IOTX-USD,0.10046,0.008609999999999993
2022-03-16,IOTX-USD,0.09983,-0.0005700000000000011
2022-03-17,IOTX-USD,0.09613,-0.004030000000000006
2022-03-18,IOTX-USD,0.09582,-0.00030999999999999084
2022-03-19,IOTX-USD,0.09691,0.0011299999999999921
2022-03-20,IOTX-USD,0.09553,-0.0016400000000000026
2022-03-21,IOTX-USD,0.09345,-0.0021100000000000008
2022-03-22,IOTX-USD,0.104,0.010569999999999996
2022-03-23,IOTX-USD,0.10253,-0.001469999999999999
2022-03-24,IOTX-USD,0.1015,-0.0008699999999999958
2022-03-25,IOTX-USD,0.10193,0.00032000000000000084
2022-03-26,IOTX-USD,0.10207,0.0004199999999999898
2022-03-27,IOTX-USD,0.1047,0.002810000000000007
2022-03-28,IOTX-USD,0.10285,-0.0018500000000000044
2022-03-29,IOTX-USD,0.10871,0.005820000000000006
2022-03-30,IOTX-USD,0.10687,-0.0018399999999999944
2022-03-31,IOTX-USD,0.11503,0.008159999999999987
2022-04-01,IOTX-USD,0.11639,0.0012599999999999972
2022-04-02,IOTX-USD,0.11448,-0.0021899999999999975
2022-04-03,IOTX-USD,0.11584,0.0010899999999999938
2022-04-04,IOTX-USD,0.1121,-0.003709999999999991
2022-04-05,IOTX-USD,0.10789,-0.004210000000000005
2022-04-06,IOTX-USD,0.09599,-0.011379999999999987
2022-04-07,IOTX-USD,0.09707,0.0011099999999999999
2022-04-08,IOTX-USD,0.09438,-0.002699999999999994
2022-04-09,IOTX-USD,0.09676,0.0020499999999999963
2022-04-10,IOTX-USD,0.09466,-0.0020900000000000085
2022-04-11,IOTX-USD,0.08867,-0.006190000000000001
2022-04-12,IOTX-USD,0.09045,0.001590000000000008
2022-04-13,IOTX-USD,0.09254,0.0020899999999999946
2022-04-14,IOTX-USD,0.08844,-0.004400000000000001
2022-04-15,IOTX-USD,0.09022,0.0017599999999999977
2022-04-16,IOTX-USD,0.08959,-0.0006299999999999917
2022-04-17,IOTX-USD,0.08935,-0.0003500000000000031
2022-04-18,IOTX-USD,0.08942,0.00017000000000000348
2022-04-19,IOTX-USD,0.0903,0.0012600000000000111
2022-04-20,IOTX-USD,0.08916,-0.0009899999999999909
2022-04-21,IOTX-USD,0.08963,0.0004699999999999982
2022-04-22,IOTX-USD,0.08928,-2.0000000000006124e-05
2022-04-23,IOTX-USD,0.088,-0.001130000000000006
2022-04-24,IOTX-USD,0.08629,-0.001579999999999998
2022-04-25,IOTX-USD,0.08424,-0.0020700000000000024
2022-04-26,IOTX-USD,0.08095,-0.0030799999999999994
2022-04-27,IOTX-USD,0.08059,-0.0003599999999999992
2022-04-28,IOTX-USD,0.07902,-0.0014999999999999875
2022-04-29,IOTX-USD,0.07504,-0.003980000000000011
2022-04-30,IOTX-USD,0.07437,-0.0005399999999999988
2022-05-01,IOTX-USD,0.07063,-0.003740000000000007
2022-05-02,IOTX-USD,0.0699,-0.0007299999999999945
2022-05-03,IOTX-USD,0.06869,-0.001229999999999995
2022-05-04,IOTX-USD,0.07424,0.0055700000000000055
2022-05-05,IOTX-USD,0.06801,-0.006080000000000002
2022-05-06,IOTX-USD,0.06801,0.00020000000000000573
2022-05-07,IOTX-USD,0.06584,-0.0023100000000000065
2022-05-08,IOTX-USD,0.06378,-0.002229999999999996
2022-05-09,IOTX-USD,0.05048,-0.012800000000000006
2022-05-10,IOTX-USD,0.05248,0.0020000000000000018
2022-05-11,IOTX-USD,0.03783,-0.014089999999999998
2022-05-12,IOTX-USD,0.03356,-0.0042099999999999985
2022-05-13,IOTX-USD,0.04142,0.007890000000000001
2022-05-14,IOTX-USD,0.0403,-0.0014300000000000007
2022-05-15,IOTX-USD,0.0463,0.005999999999999998
2022-05-16,IOTX-USD,0.04194,-0.004119999999999999
2022-05-17,IOTX-USD,0.04339,0.0013699999999999962
2022-05-18,IOTX-USD,0.04126,-0.0021900000000000044
2022-05-19,IOTX-USD,0.04204,0.0005900000000000002
2022-05-20,IOTX-USD,0.04156,-0.0007300000000000015
2022-05-21,IOTX-USD,0.04332,0.0017499999999999946
2022-05-22,IOTX-USD,0.04646,0.0033200000000000035
2022-05-23,IOTX-USD,0.04308,-0.0035099999999999992
2022-05-24,IOTX-USD,0.04265,-0.0004299999999999998
2022-05-25,IOTX-USD,0.0431,0.0006299999999999986
2022-05-26,IOTX-USD,0.04009,-0.00315
2022-05-27,IOTX-USD,0.04031,1.9999999999999185e-05
2022-05-28,IOTX-USD,0.04,-0.0002699999999999994
2022-05-29,IOTX-USD,0.04167,0.0016699999999999979
2022-05-30,IOTX-USD,0.05292,0.01115
2022-05-31,IOTX-USD,0.04765,-0.005290000000000003
2022-06-01,IOTX-USD,0.04421,-0.003689999999999999
2022-06-02,IOTX-USD,0.04552,0.001129999999999999
2022-06-03,IOTX-USD,0.04494,-0.0005900000000000002
2022-06-04,IOTX-USD,0.04532,3.999999999999837e-05
2022-06-05,IOTX-USD,0.04566,0.00034
2022-06-06,IOTX-USD,0.0451,-0.0005999999999999964
2022-06-07,IOTX-USD,0.0447,-0.0004000000000000045
2022-06-08,IOTX-USD,0.04414,-0.0005700000000000011
2022-06-09,IOTX-USD,0.04283,-0.0012599999999999972
2022-06-10,IOTX-USD,0.04299,0.00016000000000000042
2022-06-11,IOTX-USD,0.03942,-0.0039900000000000005
2022-06-12,IOTX-USD,0.03619,-0.002939999999999998
2022-06-13,IOTX-USD,0.0326,-0.0036400000000000043
2022-06-14,IOTX-USD,0.03248,0.00019000000000000267
2022-06-15,IOTX-USD,0.03446,0.0016699999999999979
2022-06-16,IOTX-USD,0.03182,-0.002680000000000002
2022-06-17,IOTX-USD,0.03201,0.00018999999999999573
2022-06-18,IOTX-USD,0.02946,-0.0025499999999999967
2022-06-19,IOTX-USD,0.03207,0.0028300000000000027
2022-06-20,IOTX-USD,0.03319,0.001339999999999994
2022-06-21,IOTX-USD,0.03325,0.00023000000000000104
2022-06-22,IOTX-USD,0.03203,-0.001239999999999998
2022-06-23,IOTX-USD,0.03368,0.0016600000000000018
2022-06-24,IOTX-USD,0.0358,0.0018899999999999958
2022-06-25,IOTX-USD,0.0406,0.004819999999999998
2022-06-26,IOTX-USD,0.0375,-0.003270000000000002
2022-06-27,IOTX-USD,0.03684,-0.0008700000000000027
2022-06-28,IOTX-USD,0.03567,-0.0011699999999999974
2022-06-29,IOTX-USD,0.0368,0.0012899999999999995
2022-06-30,IOTX-USD,0.03528,-0.0015200000000000005
2022-07-01,IOTX-USD,0.03461,-0.00048000000000000126
2022-07-02,IOTX-USD,0.03533,0.0009100000000000011
2022-07-03,IOTX-USD,0.03516,0.00018999999999999573
2022-07-04,IOTX-USD,0.03556,0.0005399999999999988
2022-07-05,IOTX-USD,0.03493,-0.0005900000000000002
2022-07-06,IOTX-USD,0.03613,0.0013200000000000017
2022-07-07,IOTX-USD,0.03779,0.0015099999999999975
2022-07-08,IOTX-USD,0.03805,0.00068
2022-07-09,IOTX-USD,0.03853,0.0005100000000000035
2022-07-10,IOTX-USD,0.03808,-0.000779999999999996
2022-07-11,IOTX-USD,0.03622,-0.001689999999999997
2022-07-12,IOTX-USD,0.03508,-0.0010599999999999984
2022-07-13,IOTX-USD,0.03574,0.0006299999999999986
2022-07-14,IOTX-USD,0.03674,0.0010300000000000031
2022-07-15,IOTX-USD,0.03687,0.0001799999999999996
2022-07-16,IOTX-USD,0.03816,0.0012100000000000027
2022-07-17,IOTX-USD,0.03771,-0.0004699999999999982
2022-07-18,IOTX-USD,0.03914,0.0014300000000000007
2022-07-19,IOTX-USD,0.04073,0.0014800000000000021
2022-07-20,IOTX-USD,0.03863,-0.002010000000000005
2022-07-21,IOTX-USD,0.04042,0.001799999999999996
2022-07-22,IOTX-USD,0.03856,-0.002050000000000003
2022-07-23,IOTX-USD,0.03963,0.0010799999999999976
2022-07-24,IOTX-USD,0.03969,0.00029000000000000553
2022-07-25,IOTX-USD,0.03914,-0.0005399999999999988
2022-07-26,IOTX-USD,0.03675,-0.002239999999999999
2022-07-27,IOTX-USD,0.04051,0.0037599999999999995
2022-07-28,IOTX-USD,0.0409,0.00021999999999999797
2022-07-29,IOTX-USD,0.0403,-0.00032000000000000084
2022-07-30,IOTX-USD,0.04044,0.0001399999999999943
2022-07-31,IOTX-USD,0.0401,-0.00034
2022-08-01,IOTX-USD,0.04026,0.00016000000000000042
2022-08-02,IOTX-USD,0.03987,-0.0006599999999999939
2022-08-03,IOTX-USD,0.0414,0.0013200000000000017
2022-08-04,IOTX-USD,0.04096,-0.0006299999999999986
2022-08-05,IOTX-USD,0.04167,0.0008299999999999974
2022-08-06,IOTX-USD,0.04184,0.0003100000000000047
2022-08-07,IOTX-USD,0.04096,-0.0008699999999999958
2022-08-08,IOTX-USD,0.042,0.0006500000000000047
2022-08-09,IOTX-USD,0.04083,-0.0012600000000000042
2022-08-10,IOTX-USD,0.04139,0.0004400000000000029
2022-08-11,IOTX-USD,0.04198,0.0005900000000000002
2022-08-12,IOTX-USD,0.04177,-0.00030000000000000165
2022-08-13,IOTX-USD,0.04272,0.0009800000000000017
2022-08-14,IOTX-USD,0.04141,-0.0011599999999999944
2022-08-15,IOTX-USD,0.04618,0.004749999999999997
2022-08-16,IOTX-USD,0.04362,-0.002570000000000003
2022-08-17,IOTX-USD,0.04159,-0.0019300000000000012
2022-08-18,IOTX-USD,0.041,-0.00034999999999999615
2022-08-19,IOTX-USD,0.03882,-0.0021699999999999983
2022-08-20,IOTX-USD,0.03855,-0.00016000000000000042
2022-08-21,IOTX-USD,0.0402,0.0016400000000000026
2022-08-22,IOTX-USD,0.03979,-0.0006400000000000017
2022-08-23,IOTX-USD,0.03923,-0.0005199999999999996
2022-08-24,IOTX-USD,0.04138,0.0018499999999999975
2022-08-25,IOTX-USD,0.04187,0.0008400000000000005
2022-08-26,IOTX-USD,0.03878,-0.0031099999999999947
2022-08-27,IOTX-USD,0.03875,-0.00012999999999999817
2022-08-28,IOTX-USD,0.03777,-0.0009900000000000048
2022-08-29,IOTX-USD,0.03846,0.0007300000000000015
2022-08-30,IOTX-USD,0.03776,-0.0008099999999999982
2022-08-31,IOTX-USD,0.0377,-6.0000000000004494e-05
2022-09-01,IOTX-USD,0.03794,0.0002400000000000041
2022-09-02,IOTX-USD,0.03845,0.0006099999999999994
2022-09-03,IOTX-USD,0.03766,-0.0007300000000000015
2022-09-04,IOTX-USD,0.03815,0.00039000000000000146
2022-09-05,IOTX-USD,0.04158,0.003389999999999997
2022-09-06,IOTX-USD,0.03825,-0.0033299999999999996
2022-09-07,IOTX-USD,0.03816,-8.99999999999998e-05
2022-09-08,IOTX-USD,0.03792,-0.00032999999999999696
2022-09-09,IOTX-USD,0.03942,0.0015499999999999958
2022-09-10,IOTX-USD,0.03893,-0.0005100000000000035
2022-09-11,IOTX-USD,0.03891,-7.000000000000062e-05
2022-09-12,IOTX-USD,0.03868,-0.00012999999999999817
2022-09-13,IOTX-USD,0.03719,-0.0015299999999999966
2022-09-14,IOTX-USD,0.03773,0.0004400000000000029
2022-09-15,IOTX-USD,0.03671,-0.0009499999999999995
2022-09-16,IOTX-USD,0.03584,-0.0010300000000000031
2022-09-17,IOTX-USD,0.03705,0.0009699999999999986
2022-09-18,IOTX-USD,0.03421,-0.002920000000000006
2022-09-19,IOTX-USD,0.03484,0.0006100000000000064
2022-09-20,IOTX-USD,0.03398,-0.0009399999999999964
2022-09-21,IOTX-USD,0.03288,-0.0010599999999999984
2022-09-22,IOTX-USD,0.03424,0.0011499999999999982
2022-09-23,IOTX-USD,0.034,-8.99999999999998e-05
2022-09-24,IOTX-USD,0.03365,-0.0003999999999999976
2022-09-25,IOTX-USD,0.03386,0.0002899999999999986
2022-09-26,IOTX-USD,0.03447,0.0003999999999999976
2022-09-27,IOTX-USD,0.03405,-0.00037000000000000227
2022-09-28,IOTX-USD,0.03313,-0.0008200000000000013
2022-09-29,IOTX-USD,0.03373,0.0004900000000000043
2022-09-30,IOTX-USD,0.03303,-0.0006500000000000047
2022-10-01,IOTX-USD,0.03264,-0.00036999999999999533
2022-10-02,IOTX-USD,0.03219,-0.00041999999999999676
2022-10-03,IOTX-USD,0.0321,-5.000000000000143e-05
2022-10-04,IOTX-USD,0.03206,-0.00010000000000000286
2022-10-05,IOTX-USD,0.03134,-0.0007500000000000007
2022-10-06,IOTX-USD,0.03182,0.0004600000000000021
2022-10-07,IOTX-USD,0.03123,-0.0005199999999999996
2022-10-08,IOTX-USD,0.03307,0.0017199999999999993
2022-10-09,IOTX-USD,0.03189,-0.0012799999999999964
2022-10-10,IOTX-USD,0.03115,-0.0006500000000000013
2022-10-11,IOTX-USD,0.03043,-0.0007200000000000019
2022-10-12,IOTX-USD,0.03082,0.0004299999999999998
2022-10-13,IOTX-USD,0.03047,-0.0004299999999999998
2022-10-14,IOTX-USD,0.03139,0.0008200000000000013
2022-10-15,IOTX-USD,0.03044,-0.0010100000000000005
2022-10-16,IOTX-USD,0.0305,-9.999999999999593e-06
2022-10-17,IOTX-USD,0.03083,0.0003799999999999984
2022-10-18,IOTX-USD,0.03026,-0.0005400000000000023
2022-10-19,IOTX-USD,0.02955,-0.0007400000000000011
2022-10-20,IOTX-USD,0.02918,-0.0004699999999999982
2022-10-21,IOTX-USD,0.02928,0.0001999999999999988
2022-10-22,IOTX-USD,0.02907,-0.00021000000000000185
2022-10-23,IOTX-USD,0.0297,0.0007300000000000015
2022-10-24,IOTX-USD,0.02907,-0.0005999999999999998
2022-10-25,IOTX-USD,0.03025,0.0012299999999999985
2022-10-26,IOTX-USD,0.03125,0.0010100000000000005
2022-10-27,IOTX-USD,0.03153,0.00030000000000000165
2022-10-28,IOTX-USD,0.03223,0.0006900000000000031
2022-10-29,IOTX-USD,0.03197,-0.00021000000000000185
2022-10-30,IOTX-USD,0.0315,-0.0004600000000000021
2022-10-31,IOTX-USD,0.03153,0.0001300000000000051
2022-11-01,IOTX-USD,0.03086,-0.0007600000000000037
2022-11-02,IOTX-USD,0.03013,-0.000729999999999998
2022-11-03,IOTX-USD,0.03242,0.0022799999999999973
2022-11-04,IOTX-USD,0.03459,0.0022000000000000006
2022-11-05,IOTX-USD,0.04206,0.0074699999999999975
2022-11-06,IOTX-USD,0.0373,-0.004810000000000002
2022-11-07,IOTX-USD,0.03671,-0.00068
2022-11-08,IOTX-USD,0.03284,-0.003999999999999997
2022-11-09,IOTX-USD,0.02818,-0.0047300000000000016
2022-11-10,IOTX-USD,0.0321,0.003839999999999996
2022-11-11,IOTX-USD,0.03016,-0.00204
2022-11-12,IOTX-USD,0.02933,-0.0007699999999999999
2022-11-13,IOTX-USD,0.02759,-0.0017999999999999995
2022-11-14,IOTX-USD,0.02753,-5.000000000000143e-05
2022-11-15,IOTX-USD,0.0295,0.00196
2022-11-16,IOTX-USD,0.02822,-0.0013500000000000005
2022-11-17,IOTX-USD,0.02775,-0.0004699999999999982
2022-11-18,IOTX-USD,0.02899,0.00136
