time,Name,Close,Diff
2022-01-11,WLUNA-EUR,64.7,3.220000000000006
2022-01-12,WLUNA-EUR,71.72,6.900000000000006
2022-01-13,WLUNA-EUR,68.48,-3.1400000000000006
2022-01-14,WLUNA-EUR,71.47,2.8499999999999943
2022-01-15,WLUNA-EUR,76.4,4.780000000000001
2022-01-16,WLUNA-EUR,76.43,0.13000000000000966
2022-01-17,WLUNA-EUR,67.66,-8.790000000000006
2022-01-18,WLUNA-EUR,71.4,3.5500000000000114
2022-01-19,WLUNA-EUR,71.84,0.3400000000000034
2022-01-20,WLUNA-EUR,68.48,-3.259999999999991
2022-01-21,WLUNA-EUR,57.06,-11.469999999999999
2022-01-22,WLUNA-EUR,55.48,-1.5100000000000051
2022-01-23,WLUNA-EUR,61.54,5.939999999999998
2022-01-24,WLUNA-EUR,58.1,-3.299999999999997
2022-01-25,WLUNA-EUR,55.5,-2.5
2022-01-26,WLUNA-EUR,52.1,-3.3799999999999955
2022-01-27,WLUNA-EUR,48.4,-3.6300000000000026
2022-01-28,WLUNA-EUR,45.2,-3.0999999999999943
2022-01-29,WLUNA-EUR,45.8,0.6999999999999957
2022-01-30,WLUNA-EUR,41.49,-4.409999999999997
2022-01-31,WLUNA-EUR,46.4,4.719999999999999
2022-02-01,WLUNA-EUR,46.36,0.060000000000002274
2022-02-02,WLUNA-EUR,42.17,-4.229999999999997
2022-02-03,WLUNA-EUR,44.6,2.3000000000000043
2022-02-04,WLUNA-EUR,46.9,2.3999999999999986
2022-02-05,WLUNA-EUR,48.6,1.75
2022-02-06,WLUNA-EUR,49.1,0.5
2022-02-07,WLUNA-EUR,52.14,2.969999999999999
2022-02-08,WLUNA-EUR,50.27,-1.6299999999999955
2022-02-09,WLUNA-EUR,50.2,-0.09999999999999432
2022-02-10,WLUNA-EUR,45.6,-4.740000000000002
2022-02-11,WLUNA-EUR,44.3,-1.220000000000006
2022-02-12,WLUNA-EUR,46.0,1.7999999999999972
2022-02-13,WLUNA-EUR,45.39,-0.4799999999999969
2022-02-14,WLUNA-EUR,47.81,2.510000000000005
2022-02-15,WLUNA-EUR,50.0,2.1000000000000014
2022-02-16,WLUNA-EUR,49.4,-0.5
2022-02-17,WLUNA-EUR,44.4,-5.020000000000003
2022-02-18,WLUNA-EUR,44.7,0.20000000000000284
2022-02-19,WLUNA-EUR,44.6,0.0
2022-02-20,WLUNA-EUR,43.5,-0.8999999999999986
2022-02-21,WLUNA-EUR,44.5,0.9299999999999997
2022-02-22,WLUNA-EUR,48.5,3.8999999999999986
2022-02-23,WLUNA-EUR,52.68,4.380000000000003
2022-02-24,WLUNA-EUR,58.3,5.709999999999994
2022-02-25,WLUNA-EUR,64.91,6.509999999999998
2022-02-26,WLUNA-EUR,69.2,4.240000000000009
2022-02-27,WLUNA-EUR,64.81,-4.289999999999992
2022-02-28,WLUNA-EUR,81.4,16.590000000000003
2022-03-01,WLUNA-EUR,80.3,-1.0600000000000023
2022-03-02,WLUNA-EUR,82.9,2.6000000000000085
2022-03-03,WLUNA-EUR,81.83,-1.3700000000000045
2022-03-04,WLUNA-EUR,76.5,-5.3799999999999955
2022-03-05,WLUNA-EUR,79.8,3.700000000000003
2022-03-06,WLUNA-EUR,72.9,-6.799999999999997
2022-03-07,WLUNA-EUR,71.94,-1.019999999999996
2022-03-08,WLUNA-EUR,78.4,6.510000000000005
2022-03-09,WLUNA-EUR,89.81,11.61
2022-03-10,WLUNA-EUR,91.9,2.3700000000000045
2022-03-11,WLUNA-EUR,81.1,-10.700000000000003
2022-03-12,WLUNA-EUR,78.7,-2.5
2022-03-13,WLUNA-EUR,79.82,1.2199999999999989
2022-03-14,WLUNA-EUR,86.67,6.8700000000000045
2022-03-15,WLUNA-EUR,80.7,-6.1499999999999915
2022-03-16,WLUNA-EUR,80.6,-0.2600000000000051
2022-03-17,WLUNA-EUR,78.1,-2.4000000000000057
2022-03-18,WLUNA-EUR,80.09,1.9300000000000068
2022-03-19,WLUNA-EUR,83.36,3.5600000000000023
2022-03-20,WLUNA-EUR,81.89,-1.3400000000000034
2022-03-21,WLUNA-EUR,86.8,4.599999999999994
2022-03-22,WLUNA-EUR,84.5,-2.3299999999999983
2022-03-23,WLUNA-EUR,86.1,1.3399999999999892
2022-03-24,WLUNA-EUR,85.0,-1.0699999999999932
2022-03-25,WLUNA-EUR,82.5,-2.4200000000000017
2022-03-26,WLUNA-EUR,83.1,0.5099999999999909
2022-03-27,WLUNA-EUR,85.5,2.5
2022-03-28,WLUNA-EUR,88.3,2.719999999999999
2022-03-29,WLUNA-EUR,98.1,9.58999999999999
2022-03-30,WLUNA-EUR,94.9,-3.0999999999999943
2022-03-31,WLUNA-EUR,93.23,-1.4699999999999989
2022-04-01,WLUNA-EUR,95.96,2.9399999999999977
2022-04-02,WLUNA-EUR,104.44,8.560000000000002
2022-04-03,WLUNA-EUR,101.99,-2.510000000000005
2022-04-04,WLUNA-EUR,106.05,4.1299999999999955
2022-04-05,WLUNA-EUR,106.88,0.6799999999999926
2022-04-06,WLUNA-EUR,99.47,-7.430000000000007
2022-04-07,WLUNA-EUR,95.06,-4.269999999999996
2022-04-08,WLUNA-EUR,87.1,-7.900000000000006
2022-04-09,WLUNA-EUR,89.73,2.530000000000001
2022-04-10,WLUNA-EUR,84.15,-5.579999999999998
2022-04-11,WLUNA-EUR,75.9,-8.569999999999993
2022-04-12,WLUNA-EUR,77.76,1.7600000000000051
2022-04-13,WLUNA-EUR,80.38,2.1799999999999926
2022-04-14,WLUNA-EUR,75.59,-4.929999999999993
2022-04-15,WLUNA-EUR,74.43,-1.269999999999996
2022-04-16,WLUNA-EUR,74.97,0.6099999999999994
2022-04-17,WLUNA-EUR,71.4,-3.3999999999999915
2022-04-18,WLUNA-EUR,84.44,13.049999999999997
2022-04-19,WLUNA-EUR,88.4,3.960000000000008
2022-04-20,WLUNA-EUR,87.3,-1.0
2022-04-21,WLUNA-EUR,83.94,-3.5600000000000023
2022-04-22,WLUNA-EUR,86.55,2.549999999999997
2022-04-23,WLUNA-EUR,83.1,-3.4000000000000057
2022-04-24,WLUNA-EUR,83.88,0.6799999999999926
2022-04-25,WLUNA-EUR,90.52,7.019999999999996
2022-04-26,WLUNA-EUR,83.02,-7.329999999999998
2022-04-27,WLUNA-EUR,84.41,1.509999999999991
2022-04-28,WLUNA-EUR,84.9,0.4300000000000068
2022-04-29,WLUNA-EUR,80.9,-4.099999999999994
2022-04-30,WLUNA-EUR,74.07,-6.540000000000006
2022-05-01,WLUNA-EUR,78.2,4.200000000000003
2022-05-02,WLUNA-EUR,80.1,1.809999999999988
2022-05-03,WLUNA-EUR,78.3,-1.7000000000000028
2022-05-04,WLUNA-EUR,81.3,3.0999999999999943
2022-05-05,WLUNA-EUR,78.45,-2.950000000000003
2022-05-06,WLUNA-EUR,73.37,-5.1299999999999955
2022-05-07,WLUNA-EUR,65.09,-8.11
2022-05-08,WLUNA-EUR,61.22,-3.6599999999999966
2022-05-09,WLUNA-EUR,31.0,-30.299999999999997
2022-05-10,WLUNA-EUR,16.47,-14.540000000000003
2022-05-11,WLUNA-EUR,1.05,-15.399999999999999
2022-05-12,WLUNA-EUR,0.01492,-1.03508
2022-05-13,WLUNA-EUR,7.8e-05,-0.015202
2022-05-14,WLUNA-EUR,0.00032101,0.00024301
2022-05-15,WLUNA-EUR,0.00019497,-0.00012603999999999998
2022-05-16,WLUNA-EUR,0.00018964,-5.7899999999999835e-06
2022-05-17,WLUNA-EUR,0.000178,-1.200000000000002e-05
2022-05-18,WLUNA-EUR,0.000138,-4.0380000000000017e-05
2022-05-19,WLUNA-EUR,0.000125,-1.314e-05
2022-05-20,WLUNA-EUR,0.00011272,-1.2790000000000005e-05
2022-05-21,WLUNA-EUR,0.00011845,2.640000000000002e-06
2022-05-22,WLUNA-EUR,0.00017841,5.995999999999999e-05
2022-05-23,WLUNA-EUR,0.00014801,-3.0120000000000017e-05
2022-05-24,WLUNA-EUR,0.00016,1.195000000000002e-05
2022-05-25,WLUNA-EUR,0.0001696,1.0880000000000004e-05
2022-05-26,WLUNA-EUR,0.0001204,-4.9300000000000006e-05
2022-05-27,WLUNA-EUR,0.00011797,-2.1300000000000084e-06
